date,buy_hold,v1_bullish,v1_positive,v2_bullish,v2_positive
2025-11-22,1.411060,1.230434,1.193198,1.068661,1.026467
2025-11-23,1.445866,1.230434,1.222630,1.068661,1.026467
2025-11-24,1.470345,1.230434,1.221407,1.068661,1.026467
2025-11-25,1.454858,1.230434,1.221407,1.068661,1.026467
2025-11-26,1.506712,1.230434,1.221407,1.068661,1.026467
2025-11-27,1.520865,1.230434,1.221407,1.068661,1.026467
2025-11-28,1.513484,1.230434,1.214258,1.068661,1.026467
2025-11-29,1.512014,1.230434,1.213079,1.068661,1.026467
2025-11-30,1.504647,1.230434,1.211866,1.068661,1.026467
2025-12-01,1.436808,1.230434,1.156016,1.068661,0.979161
2025-12-02,1.519931,1.230434,1.222894,1.068661,0.978181
2025-12-03,1.555767,1.230434,1.221672,1.068661,0.978181
2025-12-04,1.533255,1.230434,1.221672,1.068661,0.978181
2025-12-05,1.487496,1.230434,1.221672,1.068661,0.978181
2025-12-06,1.485944,1.230434,1.221672,1.068661,0.978181
2025-12-07,1.505235,1.230434,1.221672,1.068661,0.978181
2025-12-08,1.509215,1.230434,1.221672,1.068661,0.978181
2025-12-09,1.543259,1.230434,1.221672,1.068661,0.978181
2025-12-10,1.532212,1.230434,1.221672,1.068661,0.978181
2025-12-11,1.540504,1.230434,1.221672,1.068661,0.978181
2025-12-12,1.503122,1.230434,1.221672,1.068661,0.978181
2025-12-13,1.502649,1.230434,1.221672,1.068661,0.978181
2025-12-14,1.468216,1.230434,1.221672,1.068661,0.978181
2025-12-15,1.439240,1.230434,1.221672,1.068661,0.978181
2025-12-16,1.463075,1.230434,1.240681,1.068661,0.993402
2025-12-17,1.436096,1.230434,1.217803,1.068661,0.992409
2025-12-18,1.423993,1.230434,1.216585,1.068661,0.992409
2025-12-19,1.467629,1.230434,1.216585,1.068661,0.992409
2025-12-20,1.471358,1.230434,1.216585,1.068661,0.992409
2025-12-21,1.476320,1.230434,1.219471,1.068661,0.992409
2025-12-22,1.475686,1.230434,1.218947,1.068661,0.992409
2025-12-23,1.456790,1.230434,1.203339,1.068661,0.992409
2025-12-24,1.459845,1.230434,1.205862,1.068661,0.992409
2025-12-25,1.452448,1.230434,1.204656,1.068661,0.992409
2025-12-26,1.454851,1.230434,1.204656,1.068661,0.992409
2025-12-27,1.463301,1.230434,1.204656,1.068661,0.992409
2025-12-28,1.464561,1.230434,1.204656,1.068661,0.992409
2025-12-29,1.452646,1.230434,1.204656,1.068661,0.983342
2025-12-30,1.473433,1.230434,1.204656,1.068661,0.997414
2025-12-31,1.459491,1.230434,1.204656,1.068661,0.987976
2026-01-01,1.479320,1.230434,1.204656,1.068661,1.001399
2026-01-02,1.498571,1.230434,1.204656,1.068661,1.014431
2026-01-03,1.509110,1.230434,1.211923,1.068661,1.021564
2026-01-04,1.524125,1.230434,1.223981,1.068661,1.031729
2026-01-05,1.562923,1.230434,1.255139,1.068661,1.057992
2026-01-06,1.561062,1.230434,1.253884,1.068661,1.056733
2026-01-07,1.521368,1.230434,1.253884,1.068661,1.055676
2026-01-08,1.516969,1.230434,1.249005,1.068661,1.051568
2026-01-09,1.509331,1.223008,1.242716,1.062211,1.046273
2026-01-10,1.507056,1.221165,1.240843,1.060611,1.044697
2026-01-11,1.515531,1.228033,1.247821,1.066575,1.050571
2026-01-12,1.520236,1.231845,1.251695,1.069886,1.053833
2026-01-13,1.588805,1.287406,1.308151,1.118142,1.101365
2026-01-14,1.614411,1.308155,1.329234,1.136163,1.119115
2026-01-15,1.591982,1.306847,1.310767,1.135027,1.103567
2026-01-16,1.591085,1.304804,1.310028,1.133253,1.102945
2026-01-17,1.584371,1.299298,1.304501,1.128471,1.098292
2026-01-18,1.559816,1.279161,1.284283,1.110982,1.081270
2026-01-19,1.542463,1.264930,1.269995,1.098622,1.069241
2026-01-20,1.472470,1.207531,1.212366,1.048769,1.020721
2026-01-21,1.489573,1.206324,1.226448,1.047720,1.032577
2026-01-22,1.491320,1.206324,1.227886,1.047720,1.031544
2026-01-23,1.491996,1.206324,1.228443,1.047720,1.030980
2026-01-24,1.485753,1.206324,1.223303,1.047720,1.026666
2026-01-25,1.443208,1.206324,1.188273,1.047720,0.997267
2026-01-26,1.471128,1.206324,1.211261,1.047720,1.016561
2026-01-27,1.486163,1.206324,1.223641,1.047720,1.026950
2026-01-28,1.486996,1.206324,1.224326,1.047720,1.027525
2026-01-29,1.409568,1.206324,1.160576,1.047720,0.974022
2026-01-30,1.403080,1.206324,1.155233,1.047720,0.969538
2026-01-31,1.311172,1.206324,1.079561,1.047720,0.906030
2026-02-01,1.281651,1.177956,1.055254,1.023083,0.885630
2026-02-02,1.311131,1.205052,1.079527,1.046616,0.906001
2026-02-03,1.261702,1.203846,1.078447,1.045569,0.905095
2026-02-04,1.218335,1.203846,1.078447,1.045569,0.905095
2026-02-05,1.047556,1.203846,1.078447,1.045569,0.905095
2026-02-06,1.175281,1.203846,1.078447,1.045569,0.905095
2026-02-07,1.153785,1.203846,1.057645,1.045569,0.905095
2026-02-08,1.171120,1.203846,1.056587,1.045569,0.905095
2026-02-09,1.167916,1.203846,1.056587,1.045569,0.905095
2026-02-10,1.146324,1.203846,1.056587,1.045569,0.905095
2026-02-11,1.117037,1.203846,1.056587,1.045569,0.905095
2026-02-12,1.103544,1.203846,1.056587,1.045569,0.905095
2026-02-13,1.146535,1.203846,1.096692,1.045569,0.905095
2026-02-14,1.162670,1.203846,1.095595,1.045569,0.905095
2026-02-15,1.146179,1.203846,1.095595,1.045569,0.905095
2026-02-16,1.147176,1.203846,1.095452,1.045569,0.904977
2026-02-17,1.124048,1.203846,1.073368,1.045569,0.886732
2026-02-18,1.106688,1.203846,1.056791,1.045569,0.873038
2026-02-19,1.115725,1.203846,1.065420,1.045569,0.880167
2026-02-20,1.132648,1.203846,1.081580,1.045569,0.893517
2026-02-21,1.131914,1.203846,1.080879,1.045569,0.892938
2026-02-22,1.126377,1.203846,1.075592,1.045569,0.888570
2026-02-23,1.076632,1.203846,1.028090,1.045569,0.849327
2026-02-24,1.066677,1.203846,1.018583,1.045569,0.841474
2026-02-25,1.132116,1.203846,1.081072,1.045569,0.893097
2026-02-26,1.123742,1.203846,1.073076,1.045569,0.892204
2026-02-27,1.096882,1.203846,1.047426,1.045569,0.892204
2026-02-28,1.115218,1.203846,1.064936,1.045569,0.906226
2026-03-01,1.095289,1.203846,1.045906,1.045569,0.905320
2026-03-02,1.146137,1.203846,1.094461,1.045569,0.946443
2026-03-03,1.137943,1.203846,1.086637,1.045569,0.945497
2026-03-04,1.210025,1.203846,1.085550,1.045569,0.945497
2026-03-05,1.180450,1.203846,1.085550,1.045569,0.945497
2026-03-06,1.134214,1.203846,1.085550,1.045569,0.945497
2026-03-07,1.120041,1.203846,1.085550,1.045569,0.945497
2026-03-08,1.098532,1.203846,1.063618,1.045569,0.945497
2026-03-09,1.139511,1.203846,1.103294,1.045569,0.945497
2026-03-10,1.164763,1.203846,1.127744,1.045569,0.945497
2026-03-11,1.168813,1.203846,1.126616,1.045569,0.947839
2026-03-12,1.174633,1.203846,1.126616,1.045569,0.952558
2026-03-13,1.181104,1.203846,1.126616,1.045569,0.957806
2026-03-14,1.185799,1.203846,1.126616,1.045569,0.961614
2026-03-15,1.212497,1.203846,1.126616,1.045569,0.983264
2026-03-16,1.246956,1.236856,1.157508,1.074239,1.011209
2026-03-17,1.230716,1.235619,1.142432,1.073164,0.998038
2026-03-18,1.186375,1.235619,1.101273,1.073164,0.962081
2026-03-19,1.164453,1.235619,1.080923,1.073164,0.944303
2026-03-20,1.174123,1.235619,1.079842,1.073164,0.943359
2026-03-21,1.147603,1.206475,1.054372,1.047852,0.921108
2026-03-22,1.129967,1.187934,1.038168,1.031749,0.906952
2026-03-23,1.180712,1.241283,1.084791,1.078083,0.947682
2026-03-24,1.174889,1.235161,1.079441,1.072766,0.943008
2026-03-25,1.187874,1.248812,1.091371,1.084622,0.953430
2026-03-26,1.145975,1.204763,1.052875,1.046365,0.919801
2026-03-27,1.105794,1.162521,1.015959,1.009676,0.887550
2026-03-28,1.105290,1.161991,1.015496,1.009216,0.887146
2026-03-29,1.099194,1.155582,1.009895,1.003650,0.882252
2026-03-30,1.112289,1.154427,1.021926,1.002647,0.892763
2026-03-31,1.137052,1.178973,1.044678,1.002647,0.912639
2026-04-01,1.134212,1.176028,1.042068,1.002647,0.910359
2026-04-02,1.114031,1.155104,1.023527,1.002647,0.894162
2026-04-03,1.115069,1.153948,1.024480,1.002647,0.894995
2026-04-04,1.120666,1.158587,1.029623,1.002647,0.899487
2026-04-05,1.149536,1.188434,1.056147,1.002647,0.922659
2026-04-06,1.146530,1.185326,1.053385,0.999022,0.920246
2026-04-07,1.197660,1.238186,1.100362,1.043574,0.961285
2026-04-08,1.183435,1.223479,1.087292,1.031179,0.949867
2026-04-09,1.195391,1.222256,1.098277,1.030148,0.959464
2026-04-10,1.214952,1.222256,1.116249,1.045975,0.975165
2026-04-11,1.216292,1.222256,1.117480,1.044929,0.976240
2026-04-12,1.177957,1.182510,1.082259,1.010950,0.945471
2026-04-13,1.239185,1.243976,1.138514,1.063497,0.994615
2026-04-14,1.234416,1.239187,1.134131,1.059404,0.990787
2026-04-15,1.245713,1.250528,1.144511,1.069099,0.999854
2026-04-16,1.251446,1.256284,1.149778,1.074020,1.004456
2026-04-17,1.283379,1.288340,1.179117,1.101425,1.030086
2026-04-18,1.260396,1.265268,1.158001,1.081700,1.011639
2026-04-19,1.228925,1.233675,1.129086,1.054691,0.986379
2026-04-20,1.262880,1.267762,1.160284,1.083833,1.013633
2026-04-21,1.271126,1.276040,1.167859,1.090909,1.020252
2026-04-22,1.301800,1.306832,1.196041,1.117234,1.044871
2026-04-23,1.303119,1.308157,1.197254,1.118367,1.045931
2026-04-24,1.289459,1.294444,1.184703,1.106643,1.034967
2026-04-25,1.292588,1.297584,1.187577,1.109328,1.037477
2026-04-26,1.309781,1.314844,1.203374,1.124084,1.051278
2026-04-27,1.288363,1.293344,1.183696,1.105703,1.034087
2026-04-28,1.271236,1.276150,1.167961,1.091004,1.020340
2026-04-29,1.261865,1.266743,1.159351,1.082961,1.012819
2026-04-30,1.271300,1.276214,1.168019,1.091058,1.020391
2026-05-01,1.302681,1.307716,1.196850,1.117990,1.045579
2026-05-02,1.310269,1.315334,1.203822,1.124503,1.051669
2026-05-03,1.308300,1.313357,1.202013,1.122813,1.050088
2026-05-04,1.329821,1.312044,1.221786,1.121690,1.067362
2026-05-05,1.347214,1.327892,1.237766,1.135239,1.081322
2026-05-06,1.356230,1.336779,1.246050,1.142837,1.088560
2026-05-07,1.332235,1.313128,1.224004,1.122617,1.069300
2026-05-08,1.335352,1.316200,1.226868,1.125243,1.071802
2026-05-09,1.343432,1.324164,1.234291,1.132052,1.078287
2026-05-10,1.368937,1.349303,1.257724,1.153544,1.098758
2026-05-11,1.361203,1.341681,1.250619,1.147027,1.092551
2026-05-12,1.340536,1.321309,1.231630,1.129611,1.075962
2026-05-13,1.320706,1.319988,1.213411,1.128482,1.060046
2026-05-14,1.350286,1.319988,1.240588,1.152628,1.083788
2026-05-15,1.317369,1.286490,1.210345,1.124529,1.057368
2026-05-16,1.301297,1.285203,1.195579,1.123405,1.044468
2026-05-17,1.289801,1.272564,1.185017,1.112357,1.035241
2026-05-18,1.282211,1.265076,1.178044,1.105811,1.029149
2026-05-19,1.279422,1.262324,1.175481,1.103406,1.026910
2026-05-20,1.291376,1.274118,1.186464,1.113715,1.036505
2026-05-21,1.292430,1.275158,1.187432,1.114624,1.037351
2026-05-22,1.257860,1.241051,1.155671,1.084811,1.009604
2026-05-23,1.278051,1.239809,1.174222,1.083726,1.025810
2026-05-24,1.283262,1.243625,1.179009,1.087061,1.029992
2026-05-25,1.287542,1.247773,1.182942,1.085974,1.033428
2026-05-26,1.264363,1.225310,1.161646,1.085974,1.014823
2026-05-27,1.239707,1.224084,1.138993,1.085974,1.013809
2026-05-28,1.225856,1.224084,1.126267,1.085974,1.001468
2026-05-29,1.223246,1.220254,1.123869,1.085974,0.999336
2026-05-30,1.230300,1.227291,1.130350,1.085974,1.005098
2026-05-31,1.226803,1.226063,1.129220,1.085974,1.004093
2026-06-01,1.189079,1.226063,1.129220,1.085974,1.004093
2026-06-02,1.111681,1.226063,1.129220,1.085974,1.004093
2026-06-03,1.068085,1.226063,1.129220,1.085974,1.004093
2026-06-04,1.063810,1.226063,1.123570,1.085974,0.999070
2026-06-05,1.016694,1.226063,1.073807,1.085974,0.998071
2026-06-06,1.013832,1.226063,1.070785,1.085974,0.998071
2026-06-07,1.054585,1.226063,1.113827,1.085974,1.037192
2026-06-08,1.050488,1.226063,1.109500,1.085974,1.036155
2026-06-09,1.027909,1.226063,1.085653,1.085974,1.036155
2026-06-10,1.024262,1.226063,1.081801,1.085974,1.036155
2026-06-11,1.059480,1.226063,1.118998,1.085974,1.036155
2026-06-12,1.058715,1.226063,1.117879,1.085974,1.036155
2026-06-13,1.073335,1.226063,1.117879,1.085974,1.036155
2026-06-14,1.094790,1.226063,1.139106,1.085974,1.055831
2026-06-15,1.104486,1.226063,1.149194,1.085974,1.054775
2026-06-16,1.093600,1.226063,1.137868,1.085974,1.054775
2026-06-17,1.074191,1.226063,1.117673,1.085974,1.054775
2026-06-18,1.048357,1.226063,1.090794,1.085974,1.054775
2026-06-19,1.058114,1.226063,1.100945,1.085974,1.063536
2026-06-20,1.070671,1.226063,1.114010,1.085974,1.076157
2026-06-21,1.054252,1.226063,1.112896,1.085974,1.075081
2026-06-22,1.066041,1.226063,1.124229,1.085974,1.075081
2026-06-23,1.044637,1.226063,1.123105,1.085974,1.075081
2026-06-24,1.017052,1.226063,1.092325,1.085974,1.075081
2026-06-25,0.995671,1.226063,1.069362,1.085974,1.051406
2026-06-26,1.000721,1.226063,1.074786,1.085974,1.056738
2026-06-27,0.999584,1.226063,1.073565,1.085974,1.055538
2026-06-28,0.992058,1.226063,1.072491,1.085974,1.054482
2026-06-29,1.003434,1.226063,1.072491,1.085974,1.054482
2026-06-30,0.976201,1.226063,1.042310,1.085974,1.024808
2026-07-01,0.999501,1.226063,1.067189,1.085974,1.049269
2026-07-02,1.025078,1.226063,1.094498,1.085974,1.076120
2026-07-03,1.042117,1.226063,1.112691,1.085974,1.094007
2026-07-04,1.051455,1.226063,1.122661,1.085974,1.103809
2026-07-05,1.059880,1.226063,1.131657,1.085974,1.112655
2026-07-06,1.066408,1.226063,1.130525,1.085974,1.111542
2026-07-07,1.055118,1.226063,1.130525,1.085974,1.111542
2026-07-08,1.037234,1.226063,1.130525,1.085974,1.111542
2026-07-09,1.052886,1.226063,1.130525,1.085974,1.111542
2026-07-10,1.068401,1.226063,1.130525,1.085974,1.111542
2026-07-11,1.062694,1.226063,1.130525,1.085974,1.111542
2026-07-12,1.062045,1.226063,1.130525,1.085974,1.111542
2026-07-13,1.037975,1.226063,1.130525,1.085974,1.111542
2026-07-14,1.083092,1.226063,1.130525,1.085974,1.111542
2026-07-15,1.078302,1.219414,1.124394,1.080084,1.105514
2026-07-16,1.062881,1.218195,1.108314,1.079004,1.089704
2026-07-17,1.064570,1.218195,1.107206,1.079004,1.088614
2026-07-18,1.079599,1.218195,1.121730,1.079004,1.102894
2026-07-19,1.077740,1.218195,1.119797,1.079004,1.100994
2026-07-20,1.086615,1.218195,1.129019,1.079004,1.110061
2026-07-21,1.108273,1.241257,1.151522,1.099432,1.132186
2026-07-22,1.100918,1.233020,1.143880,1.092136,1.124673
2026-07-23,1.084008,1.214081,1.126310,1.075360,1.107398
2026-07-24,1.068039,1.196196,1.109718,1.059519,1.091084
2026-07-25,1.071953,1.200579,1.113784,1.063401,1.095082
2026-07-26,1.089020,1.219695,1.131518,1.080333,1.112518
2026-07-27,1.061643,1.189032,1.103072,1.053174,1.084550
2026-07-28,1.064293,1.192000,1.105826,1.052121,1.087257
2026-07-29,1.065447,1.193292,1.107024,1.052121,1.088436
2026-07-30,1.078697,1.208133,1.120792,1.064153,1.101972
2026-07-31,1.047190,1.172845,1.088055,1.033071,1.069785
2026-08-01,1.046120,1.171672,1.086944,1.032038,1.068692
2026-08-02,1.058548,1.171672,1.099857,1.032038,1.081388
2026-08-03,1.057715,1.169579,1.098992,1.030194,1.080538
2026-08-04,1.067483,1.180379,1.109140,1.039707,1.090516
2026-08-05,1.076785,1.190666,1.118806,1.048768,1.100019
2026-08-06,1.071097,1.184375,1.112895,1.043227,1.094208
2026-08-07,1.081081,1.195415,1.123269,1.052951,1.104408
2026-08-08,1.081737,1.196141,1.123951,1.053591,1.105078
2026-08-09,1.080721,1.195018,1.122895,1.052601,1.104040
2026-08-10,1.065209,1.177865,1.106778,1.037492,1.088193
2026-08-11,1.059048,1.171052,1.100376,1.031491,1.081899
2026-08-12,1.057049,1.168842,1.098299,1.030460,1.079857
2026-08-13,1.057230,1.169042,1.098488,1.030460,1.080042
2026-08-14,1.049782,1.160806,1.090749,1.030460,1.072433
2026-08-15,1.050489,1.159645,1.091483,1.030460,1.071361
2026-08-16,1.047391,1.159645,1.088265,1.030460,1.071361
2026-08-17,1.074569,1.159645,1.116503,1.030460,1.071361
2026-08-18,1.077788,1.161960,1.119847,1.030460,1.073499
2026-08-19,1.154542,1.244708,1.199596,1.102813,1.149947
2026-08-20,1.215992,1.310958,1.263445,1.101710,1.211153
2026-08-21,1.304461,1.309647,1.355366,1.101710,1.299270
2026-08-22,1.283428,1.309647,1.333512,1.101710,1.278321
2026-08-23,1.294403,1.309647,1.332179,1.101710,1.289252
2026-08-24,1.315363,1.309647,1.352419,1.101710,1.310129
2026-08-25,1.307810,1.309647,1.344653,1.101710,1.302605
2026-08-26,1.315879,1.309647,1.352950,1.101710,1.310643
2026-08-27,1.336291,1.309647,1.373937,1.101710,1.330974
2026-08-28,1.296265,1.309647,1.332783,1.101710,1.291107
2026-08-29,1.302662,1.309647,1.339360,1.101710,1.297478
2026-08-30,1.293537,1.309647,1.329978,1.101710,1.288389
2026-08-31,1.308511,1.309647,1.345374,1.101710,1.303304
2026-09-01,1.289490,1.309647,1.325817,1.101710,1.284359
2026-09-02,1.287842,1.309647,1.324123,1.101710,1.282717
2026-09-03,1.353289,1.309647,1.322798,1.101710,1.347904
2026-09-04,1.326487,1.282399,1.295277,1.078788,1.321208
2026-09-05,1.329334,1.285151,1.298057,1.081104,1.324044
2026-09-06,1.337827,1.293363,1.306351,1.088011,1.332504
2026-09-07,1.317349,1.273565,1.286354,1.071357,1.312107
2026-09-08,1.306422,1.272291,1.285068,1.070285,1.310794
2026-09-09,1.303935,1.272291,1.281336,1.070285,1.310794
2026-09-10,1.274999,1.272291,1.252902,1.070285,1.280396
2026-09-11,1.285939,1.272291,1.263652,1.070285,1.291382
2026-09-12,1.286822,1.272291,1.264520,1.070285,1.292269
2026-09-13,1.279549,1.272291,1.257374,1.070285,1.284966
